Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
ARPTF,AIRPORT CITY LTD,Pink Limited,19.200000,,0,Foreign Ordinary Shares,Israel,
PLLIF,PIRELLI & C SPA AZIONI,Pink Limited,7.030000,,0,Common Stock,Italy,
UNCFF,UNICREDITO SPA ORD NEW,Pink Limited,12.125000,1.852200,1117,Foreign Ordinary Shares,Italy,
UNCRY,UNICREDITO SPA UNSP/ADR,Pink Limited,6.020000,3.082200,1263498,ADRs,Italy,
ENLAY,ENEL SPA UNSP/ADR,Pink Limited,6.830000,0.441200,642033,ADRs,Italy,
ESOCF,ENEL SOCIETA PER AZIONI,Pink Limited,6.897500,-0.108600,7333,Foreign Ordinary Shares,Italy,
BMDPF,BANCA MONTE DEI PASCHI,Pink Limited,1.080000,,3,Foreign Ordinary Shares,Italy,
MDIBF,MEDIOBANCA SPA,Pink Limited,11.800000,,0,Foreign Ordinary Shares,Italy,
MDIBY,MEDIOBANCA SPA UNSP/ADR,Pink Limited,9.590000,1.374200,122802,ADRs,Italy,
IPGYY,INTERPUMP GP UNSP/ADR,Pink Limited,0.000000,,0,ADRs,Italy,
SAAYY,SAIPEM SPA SP/144A ADR,Pink Limited,0.000000,,0,ADRs,Italy,
SAPMF,SAIPEM SPA ORD NEW,Pink Limited,1.070000,,0,Foreign Ordinary Shares,Italy,
SAPMY,SAIPEM SPA UNSP/ADR,Pink Limited,2.290000,6.018500,2732,ADRs,Italy,
ATGSF,AUTOGRILL SPA ITL,Pink Limited,7.200000,,0,Foreign Ordinary Shares,Italy,
ATGSY,AUTOGRILL SPA UNSP/ADR,Pink Limited,7.800000,,0,ADRs,Italy,
TDPAY,TODS SPA UNSP/ADR,Pink Limited,5.290000,,0,ADRs,Italy,
TODGF,TODS SPA,Pink Limited,56.210000,,0,Foreign Ordinary Shares,Italy,
RCDTF,RECORDATI INDUSTRIA CHIM,Pink Limited,63.963700,,0,Foreign Ordinary Shares,Italy,
UFGSY,UNIPOL GRUPO SPA UNSP/ADR,Pink Limited,2.720000,,0,ADRs,Italy,
AMFPF,AMPLIFON SPA MILANO,Pink Limited,40.810000,,0,Foreign Ordinary Shares,Italy,
AMFPY,AMPLIFON SPA UNSP/ADR,Pink Limited,0.000000,,0,ADRs,Italy,
DVCMY,DAVIDE CMPRI MIL UNSP/ADR,Pink Limited,11.240000,,70,ADRs,Italy,
DVDCF,DAVIDE CAMPARI MILANO N V,Pink Limited,10.405000,-2.300500,690,Foreign Ordinary Shares,Italy,
SNMRF,SNAM SPA,Pink Limited,5.150000,,0,Foreign Ordinary Shares,Italy,
SNMRY,SNAM SPA UNSP/ADR,Pink Limited,10.660000,-1.090200,69868,ADRs,Italy,
JVTSF,JUVENTUS FB TOR SPA ORD,Pink Limited,0.346000,,0,Foreign Ordinary Shares,Italy,
BZZUF,BUZZI UNICEM SPA ITL,Pink Limited,18.500000,1.175800,5268,Foreign Ordinary Shares,Italy,
BZZUY,BUZZI UNICEM SPA UNSP/ADR,Pink Limited,8.930000,,0,ADRs,Italy,
BRBOF,BREMBO SPA CURNEO ORD,Pink Limited,12.600000,,0,Foreign Ordinary Shares,Italy,
BRBOY,BREMBO SPA UNSP ADR,Pink Limited,14.410000,,0,ADRs,Italy,
FINMF,LEONARDO SPA ORD,Pink Limited,9.060000,-2.580600,880,Foreign Ordinary Shares,Italy,
FINMY,LEONARDO SPA UNSP/ADR,Pink Limited,4.395000,-1.457400,19888,ADRs,Italy,
HRASF,HERA SPA BOLOGNA,Pink Limited,2.605000,,0,Foreign Ordinary Shares,Italy,
HRSPY,HERA SPA UNSP/ADR,Pink Limited,0.000000,,0,ADRs,Italy,
RZSMF,RIZZOLI C/D SERA MED ORD,Pink Limited,0.800000,,0,Foreign Ordinary Shares,Italy,
DNIFY,DANIELI OFFICINE UNSP/ADR,Pink Limited,0.000000,,0,ADRs,Italy,
DNIYY,DANIELI OFFICINE UNS/ADR1,Pink Limited,18.245000,,59,ADRs,Italy,
GXSBF,GEOX SPA BIADENE MNTBLLNA,Pink Limited,1.130000,,0,Foreign Ordinary Shares,Italy,
GXSBY,GEOX SPA UNSP/ADR,Pink Limited,0.760000,,0,ADRs,Italy,
AZIHF,AZIMUT HOLDING SPA ORD,Pink Limited,28.000000,-1.926400,153,Foreign Ordinary Shares,Italy,
AZIHY,AZIMUT HOLDING UNSP/ADR,Pink Limited,53.790000,,0,ADRs,Italy,
AEMMF,A2A SPA ORD,Pink Limited,1.390000,,0,Foreign Ordinary Shares,Italy,
AEMMY,A2A SPA UNSP/ADR,Pink Limited,10.795000,,0,ADRs,Italy,
SAFLF,SAFILO GRP SPA ORD,Pink Limited,1.500000,,0,Foreign Ordinary Shares,Italy,
SAFLY,SAFILO GRP SPA ADR,Pink Limited,3.310000,,0,ADRs,Italy,
SAAFY,SARAS RAFFINERIE UNSP/ADR,Pink Limited,3.000000,,0,ADRs,Italy,
PIAGF,PIAGGIO & C SPA PONTEDERA,Pink Limited,2.975000,,0,Foreign Ordinary Shares,Italy,
IRDEF,IREN SPA ORD,Pink Limited,2.910000,,0,Foreign Ordinary Shares,Italy,
IRDEY,IREN SPA UNSP/ADR,Pink Limited,27.100000,,0,ADRs,Italy,
ATASF,ATLANTIA SPA ORD,Pink Limited,18.300000,,0,Foreign Ordinary Shares,Italy,
ATASY,ATLANTIA SPA UNSP/ADR,Pink Limited,8.790000,0.802800,5823,ADRs,Italy,
PRYMF,PRYSMIAN S.P.A. ORD,Pink Limited,34.000000,9.359900,11932,Foreign Ordinary Shares,Italy,
PRYMY,PRYSMIAN S.P.A. UNSP/ADR,Pink Limited,16.950000,5.410400,56651,ADRs,Italy,
ARZGF,ASSICURAZIONE GENL ORD,Pink Limited,19.990000,,0,Foreign Ordinary Shares,Italy,
ARZGY,ASSICURAZIONI GENERLI ADR,Pink Limited,9.520000,0.634200,93153,ADRs,Italy,
IMPJY,WEBUILD SPA UNSP/ADR,Pink Limited,4.750000,,0,ADRs,Italy,
TERRF,TRASMISSIONE ELECTR ORD,Pink Limited,8.100000,8.000000,104,Foreign Ordinary Shares,Italy,
TEZNY,TERNA RETE ELETTRICA ADR,Pink Limited,24.350000,-1.774900,54419,ADRs,Italy,
PRDSF,PRADA SPA ORD,Pink Limited,5.980000,,0,Foreign Ordinary Shares,Italy,
PRDSY,PRADA SPA UNSP/ADR,Pink Limited,11.960000,-0.993400,6425,ADRs,Italy,
SFRGF,SALVATORE FERRAGAMO ORD,Pink Limited,21.900000,,0,Foreign Ordinary Shares,Italy,
SFRGY,SALVATORE FERRAG UNSP/ADR,Pink Limited,10.360000,-2.723000,3674,ADRs,Italy,
BCUCF,BRUNELLO CUCINELLI SPA,Pink Limited,55.600000,,0,Foreign Ordinary Shares,Italy,
BCUCY,BRUNELLO CUCIN UNSP/ADR,Pink Limited,27.000000,1.886800,2360,ADRs,Italy,
BPXXY,BPER BANCA SPA UNSP/ADR,Pink Limited,5.139900,,0,ADRs,Italy,
MONRF,MONCLER SPA ORD,Pink Limited,56.500000,1.527400,1919,Foreign Ordinary Shares,Italy,
MONRY,MONCLER SPA UNSP/ADR,Pink Limited,55.775000,1.965300,352,ADRs,Italy,
FNBKY,FINECOBANK SPA UNSP/ADR,Pink Limited,35.000000,,0,ADRs,Italy,
UNPLF,UNIPOLSAI S P A ORD,Pink Limited,2.920000,,0,Foreign Ordinary Shares,Italy,
BNCDY,BANCA MEDIOLANUM UNSP/ADR,Pink Limited,19.280000,,0,ADRs,Italy,
BNMDF,BANCA MEDIOLANUM SPA ORD,Pink Limited,5.470000,-31.625000,290,Foreign Ordinary Shares,Italy,
EENNF,ENAV SPA ORD,Pink Limited,4.550000,,0,Foreign Ordinary Shares,Italy,
EVVVY,ENAV SPA UNSP/ADR,Pink Limited,0.000000,,0,ADRs,Italy,
TCCHF,TECHNOGYM SPA ORD,Pink Limited,7.860000,,0,Foreign Ordinary Shares,Italy,
PITAF,POSTE ITALIANE SPA,Pink Limited,14.310000,,1,Foreign Ordinary Shares,Italy,
TOTDF,TOTO LTD ORD,Pink Limited,40.880000,,0,Foreign Ordinary Shares,Japan,
TOTDY,TOTO LTD UNSP/ADR,Pink Limited,43.120000,,0,ADRs,Japan,
TINLF,TEIJIN LTD ORD,Pink Limited,11.845000,,0,Foreign Ordinary Shares,Japan,
TINLY,TEIJIN LTD ADR,Pink Limited,11.730000,,1,ADRs,Japan,
TISCF,TAISEI CORP ORD NEW,Pink Limited,32.900000,,0,Foreign Ordinary Shares,Japan,
TISCY,TAISEI CORP UNSP/ADR,Pink Limited,8.300000,1.715700,400,ADRs,Japan,
SOMLF,SECOM CO LTD,Pink Limited,74.442000,,0,Foreign Ordinary Shares,Japan,
SOMLY,SECOM CO LTD UNSP/ADR,Pink Limited,18.500000,-0.671100,28379,ADRs,Japan,
NTDOF,NINTENDO CO LTD ORD,Pink Limited,507.000000,0.595200,59,Foreign Ordinary Shares,Japan,
NTDOY,NINTENDO CO LTD UNSP/ADR,Pink Limited,63.310000,0.876400,253353,ADRs,Japan,
NINOF,NIKON CORP,Pink Limited,10.300000,,0,Foreign Ordinary Shares,Japan,
NINOY,NIKON CORP UNSP/ADR,Pink Limited,10.120000,-1.403000,8007,ADRs,Japan,
NIPNF,NEC CORP ORD NEW,Pink Limited,44.015000,,0,Foreign Ordinary Shares,Japan,
MIELF,MITSUBISHI ELEC CORP,Pink Limited,12.120000,-1.141900,366,Foreign Ordinary Shares,Japan,
MIELY,MITSUBISHI ELEC UNSP/ADR,Pink Limited,24.160000,0.290600,146533,ADRs,Japan,
MARUF,MARUBENI CORP ORD,Pink Limited,10.650000,4.411800,600,Foreign Ordinary Shares,Japan,
MARUY,MARUBENI CORP UNSP/ADR,Pink Limited,107.670000,4.382000,2169,ADRs,Japan,
KBSTF,KOBE STEEL LTD ORD NEW,Pink Limited,5.165000,,0,Foreign Ordinary Shares,Japan,
ISUZF,ISUZU MOTORS LTD ORD NEW,Pink Limited,12.960000,,0,Foreign Ordinary Shares,Japan,
ISUZY,ISUZU MOTORS UNSP/ADR,Pink Limited,13.375000,0.867300,110483,ADRs,Japan,
FJTSF,FUJITSU LTD,Pink Limited,147.220000,,0,Foreign Ordinary Shares,Japan,
FJTSY,FUJITSU LTD UNSP/ADR,Pink Limited,28.813500,-0.814100,169262,ADRs,Japan,
FUJIF,FUJIFILM HLDGS CORP ORD,Pink Limited,62.360000,-2.941600,110,Foreign Ordinary Shares,Japan,
FUJIY,FUJIFILM HLDGS CORP ADR,Pink Limited,62.308500,-0.386100,41343,ADRs,Japan,
FUJHF,SUBARU CORPORATION ORD,Pink Limited,16.365000,,21,Foreign Ordinary Shares,Japan,
FUJHY,SUBARU CORPORATION U/ADR,Pink Limited,7.951000,-1.596500,216316,ADRs,Japan,
CSIOF,CASIO COMPUTER CO LTD,Pink Limited,12.770000,,0,Foreign Ordinary Shares,Japan,
CSIOY,CASIO COMPUTER UNSP/ADR,Pink Limited,115.240000,0.611100,401,ADRs,Japan,
BRDCF,BRIDGESTONE CORP ORD,Pink Limited,41.290000,,510,Foreign Ordinary Shares,Japan,
BRDCY,BRIDGESTONE CORP UNSP/ADR,Pink Limited,19.105000,-3.995000,157477,ADRs,Japan,
ASGLF,AGC INC,Pink Limited,48.165000,,4,Foreign Ordinary Shares,Japan,
ASGLY,AGC INC UNSP/ADR,Pink Limited,8.300000,-2.467700,15700,ADRs,Japan,
AJINF,AJINOMOTO CO INC,Pink Limited,27.940000,,0,Foreign Ordinary Shares,Japan,
AJINY,AJINOMOTO CO UNSP/ADR,Pink Limited,29.260000,2.200500,26042,ADRs,Japan,
SHCAF,SHARP CORP,Pink Limited,9.000000,,5,Foreign Ordinary Shares,Japan,
SHCAY,SHARP CORP UNSP/ADR,Pink Limited,2.290000,1.777800,146855,ADRs,Japan,
SHZUY,SHIZUOKA BANK LTD ADR,Pink Limited,73.590100,,32,ADRs,Japan,
SZKBF,SHIZUOKA BANK LTD ORD,Pink Limited,8.300000,,0,Foreign Ordinary Shares,Japan,
SMTOF,SUMITOMO ELEC INDUS LTD,Pink Limited,13.800000,,0,Foreign Ordinary Shares,Japan,
SMTOY,SUMITOMO ELEC INDUS ADR,Pink Limited,12.470000,-4.954300,4577,ADRs,Japan,
SRGBF,SURUGA BANK LTD ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Japan,
SUGBY,SURUGA BANK LTD UNSP/ADR,Pink Limited,38.030000,,0,ADRs,Japan,
TYOYF,TAIYO YUDEN LTD,Pink Limited,9.020000,,0,Foreign Ordinary Shares,Japan,
TYOYY,TAIYO YUDEN CO LTD ADR,Pink Limited,178.590000,0.898300,261,ADRs,Japan,
TRYIF,TORAY INDUS INC ORD,Pink Limited,5.720000,,0,Foreign Ordinary Shares,Japan,
TRYIY,TORAY INDUS INC UNSP/ADR,Pink Limited,10.990000,-2.915200,148707,ADRs,Japan,
TSUKF,TOYO SUISAN KAISHA ORD,Pink Limited,44.100000,,0,Foreign Ordinary Shares,Japan,
TSUKY,TOYO SUISAN KSHA UNSP/ADR,Pink Limited,41.830000,-2.289200,182,ADRs,Japan,
TSGMF,TSUGAMI CORP ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Japan,
TSGMY,TSUGAMI CORP ADR,Pink Limited,66.000000,,0,ADRs,Japan,
APELY,ALPS  ALPINE CO UNSP/ADR,Pink Limited,19.325000,1.231000,1281,ADRs,Japan,
AMDLY,AMADA CO LTD UNSP/ADR,Pink Limited,37.250000,,0,ADRs,Japan,
AMDWF,AMADA CO LTD ORD,Pink Limited,9.060000,,0,Foreign Ordinary Shares,Japan,
THYCF,TAIHEIYO CEMENT CORP NEW,Pink Limited,19.210000,,0,Foreign Ordinary Shares,Japan,
THYCY,TAIHEYO CEMENT CORP S/ADR,Pink Limited,4.641000,,0,ADRs,Japan,
DIBUY,DAIBIRU CORP ADR,Pink Limited,38.000000,,0,ADRs,Japan,
DWAHF,DAIWA HOUSE IND ORD,Pink Limited,29.170000,,0,Foreign Ordinary Shares,Japan,
DWAHY,DAIWA HOUSE IND UNSP/ADR,Pink Limited,27.700000,-1.388400,106141,ADRs,Japan,
DSECF,DAIWA SECS GRP INC ORD,Pink Limited,5.790000,,0,Foreign Ordinary Shares,Japan,
DSEEY,DAIWA SECS GROUP S/ADR,Pink Limited,5.960000,3.292900,12205,ADRs,Japan,
DNZOF,DENSO CORP LTD ORD,Pink Limited,68.000000,-0.293300,100,Foreign Ordinary Shares,Japan,
DNZOY,DENSO CORP UNSP/ADR,Pink Limited,33.370000,-1.563400,64342,ADRs,Japan,
YMZBY,YAMAZAKI BAKING CO ADR,Pink Limited,144.330000,,0,ADRs,Japan,
YZZKF,YAMAZAKI BAKING CO LTD,Pink Limited,18.150000,,0,Foreign Ordinary Shares,Japan,
HINOF,HINO MOTERS LTD ORD,Pink Limited,9.360000,,0,Foreign Ordinary Shares,Japan,
HINOY,HINO MOTORS LTD ADR,Pink Limited,92.500000,,0,ADRs,Japan,
HMTLF,HITACHI METALS LTD ORD,Pink Limited,18.470000,,0,Foreign Ordinary Shares,Japan,
HMTLY,HITACHI METALS LTD ADR,Pink Limited,185.000000,,0,ADRs,Japan,
HHKIY,HOCHIKI CORP ADR,Pink Limited,0.000000,,0,ADRs,Japan,
HACBF,HACHIJUNI BANK ORD,Pink Limited,3.780000,,0,Foreign Ordinary Shares,Japan,
HACBY,HACHIJUNI BK LTD UNSP/ADR,Pink Limited,38.220000,,62,ADRs,Japan,
ITOCF,ITOCHU CORP,Pink Limited,32.900000,,89,Foreign Ordinary Shares,Japan,
ITOCY,ITOCHU CORP UNSP/ADR,Pink Limited,66.230000,2.128000,27452,ADRs,Japan,
JPSWF,JAPAN STEEL WORKS ORD,Pink Limited,16.400000,,0,Foreign Ordinary Shares,Japan,
JPSWY,JAPAN STEEL WORKS ADR,Pink Limited,16.250000,,0,ADRs,Japan,
AONNF,AEON CO LTD ORD,Pink Limited,23.310330,,0,Foreign Ordinary Shares,Japan,
AONNY,AEON CO LTD UNSP/ADR,Pink Limited,21.950000,-3.389100,2951,ADRs,Japan,
KAOCF,KAO CORP ORD,Pink Limited,45.630000,,0,Foreign Ordinary Shares,Japan,
KAOOY,KAO CORP UNSP/ADR,Pink Limited,9.021000,-1.085500,699529,ADRs,Japan,
NARRF,NAGOYA RAILROAD CO ORD,Pink Limited,15.700000,,0,Foreign Ordinary Shares,Japan,
NISUY,NIPPON SUISAN KAISHA ADR,Pink Limited,48.850000,,0,ADRs,Japan,
NDEKF,NITTO DENKO CORP ORD,Pink Limited,70.550000,,0,Foreign Ordinary Shares,Japan,
NDEKY,NITTO DENKO CORP UNSP/ADR,Pink Limited,35.090000,-1.460300,46135,ADRs,Japan,
NPSKF,NSK LTD ORD,Pink Limited,6.370000,,0,Foreign Ordinary Shares,Japan,
NPSKY,NSK LTD UNSP/ADR,Pink Limited,12.440000,-1.112900,26064,ADRs,Japan,
MITEF,MITSUBISHI ESTATE CO,Pink Limited,15.010000,,0,Foreign Ordinary Shares,Japan,
MITEY,MITSUBISHI EST UNSP/ADR,Pink Limited,14.950000,-0.927800,103477,ADRs,Japan,
MAURF,MARUI GROUP CO LTD ORD,Pink Limited,19.100000,,200,Foreign Ordinary Shares,Japan,
MAURY,MARUI GROUP CO UNSP/ADR,Pink Limited,38.920000,-1.952400,27811,ADRs,Japan,
KDDIF,KDDI CORP,Pink Limited,32.907000,1.003700,251,Foreign Ordinary Shares,Japan,
KDDIY,KDDI CORP UNSP/ADR,Pink Limited,16.490000,1.165600,242331,ADRs,Japan,
FELTF,FUJI ELECTRIC CO LTD,Pink Limited,51.600000,,0,Foreign Ordinary Shares,Japan,
FELTY,FUJI ELECTRIC UNSP/ADR,Pink Limited,12.850000,1.260800,2090,ADRs,Japan,
FUWAF,FURUKAWA ELEC CO LTD ORD,Pink Limited,19.600000,,0,Foreign Ordinary Shares,Japan,
FUWAY,FURUKAWA ELEC CO LTD ADR,Pink Limited,9.835000,0.357100,1500,ADRs,Japan,
ALPMF,ASTELLAS PHARMA INC,Pink Limited,16.800000,,0,Foreign Ordinary Shares,Japan,
ALPMY,ASTELLAS PHARMA UNSP/ADR,Pink Limited,16.220000,-0.490800,105264,ADRs,Japan,
SFBQF,SOFTBANK CORP,Pink Limited,12.880000,,13,Foreign Ordinary Shares,Japan,
SFTBF,SOFTBANK GROUP CORP,Pink Limited,45.230000,0.802300,1872,Foreign Ordinary Shares,Japan,
SFTBY,SOFTBANK GRP UNSP/ADR,Pink Limited,22.800000,1.333300,801765,ADRs,Japan,
MMTOF,MITSUBISHI MOTORS NEW,Pink Limited,2.510000,-3.831400,1042,Foreign Ordinary Shares,Japan,
MMTOY,MITSUBISHI MTRS UNSP/ADR,Pink Limited,0.000000,,0,ADRs,Japan,
OKIEF,OKI ELEC INDS CO ORD,Pink Limited,7.410000,,0,Foreign Ordinary Shares,Japan,
OKIEY,OKI ELEC INDS UNSP/ADR,Pink Limited,8.840000,,0,ADRs,Japan,
SZKMF,SUZUKI MOTOR CO,Pink Limited,43.350000,,0,Foreign Ordinary Shares,Japan,
SZKMY,SUZUKI MOTOR CO UNSP/ADR,Pink Limited,156.440000,-0.299500,4197,ADRs,Japan,
TOSBF,TOSHIBA CORP,Pink Limited,40.050000,,5,Foreign Ordinary Shares,Japan,
TOSYY,TOSHIBA CORP UNSP/ADR,Pink Limited,19.560000,-2.492500,26294,ADRs,Japan,
TOELF,TOKYO ELECTRON,Pink Limited,497.689900,1.156500,42,Foreign Ordinary Shares,Japan,
TOELY,TOKYO ELECTRON UNSP/ADR,Pink Limited,124.090000,1.116400,62901,ADRs,Japan,
CCOEF,CAPCOM CO LTD,Pink Limited,23.140000,,1,Foreign Ordinary Shares,Japan,
CCOEY,CAPCOM CO LTD UNSP/ADR,Pink Limited,12.246000,0.706400,3587,ADRs,Japan,
CHUEF,CHUBU ELECTRIC POWER,Pink Limited,9.682500,,0,Foreign Ordinary Shares,Japan,
TRCLF,TRANS COSMOS,Pink Limited,21.400000,,0,Foreign Ordinary Shares,Japan,
YASKF,YASKAWA ELECTRIC CORP,Pink Limited,41.120000,,0,Foreign Ordinary Shares,Japan,
YASKY,YASKAWA ELECTRIC UNSP/ADR,Pink Limited,81.490000,2.105000,15894,ADRs,Japan,
FANUF,FANUC LTD,Pink Limited,182.420000,0.258300,15,Foreign Ordinary Shares,Japan,
FANUY,FANUC CORP UNSP/ADR,Pink Limited,18.120000,-0.548800,700125,ADRs,Japan,
KNAMF,KONAMI HLDGS CORP,Pink Limited,58.120000,,0,Foreign Ordinary Shares,Japan,
TOSCF,TOSOH CORP NEW,Pink Limited,15.600000,,0,Foreign Ordinary Shares,Japan,
TSHXY,TOSOH CORP ADR,Pink Limited,0.000000,,0,ADRs,Japan,
KTWIF,KURITA WATER INDUS LTD,Pink Limited,41.020000,,0,Foreign Ordinary Shares,Japan,
KTWIY,KURITA WTR INDS UNSP/ADR,Pink Limited,78.840000,-0.202500,580,ADRs,Japan,
YAMCF,YAMAHA CORP,Pink Limited,48.070000,,0,Foreign Ordinary Shares,Japan,
YAMCY,YAMAHA CORP S/ADR,Pink Limited,45.740000,0.571700,7412,ADRs,Japan,
ACJJF,ACOM CO LTD JPY,Pink Limited,3.600000,,0,Foreign Ordinary Shares,Japan,
DQJCF,PAN PAC INTL HLDGS CORP,Pink Limited,16.685563,,300,Foreign Ordinary Shares,Japan,
DQJCY,PAN PAC INT HLDG UNSP/ADR,Pink Limited,16.220000,-0.184600,123339,ADRs,Japan,
MRAAF,MURATA MFG INC ORD,Pink Limited,67.780000,2.697000,468,Foreign Ordinary Shares,Japan,
MRAAY,MURATA MFG INC UNSP/ADR,Pink Limited,16.780000,1.573800,275545,ADRs,Japan,
DIFTY,DAITO TR CONSTR SP/ADR,Pink Limited,26.190000,-2.856100,76565,ADRs,Japan,
DITTF,DAITO TR CONSTRUCTN CO,Pink Limited,113.750000,,0,Foreign Ordinary Shares,Japan,
FRCOF,FAST RETAILING CO LTD,Pink Limited,548.000000,2.048400,2,Foreign Ordinary Shares,Japan,
FRCOY,FAST RETAILING UNSP/ADR,Pink Limited,54.400000,0.424600,40633,ADRs,Japan,
ROHCF,ROHM CO LTD ORD,Pink Limited,78.790000,,0,Foreign Ordinary Shares,Japan,
ROHCY,ROHM CO LTD UNSP/ADR,Pink Limited,38.800000,-1.945900,4160,ADRs,Japan,
ITOEF,ITO EN LTD,Pink Limited,60.910000,,0,Foreign Ordinary Shares,Japan,
ITONF,ITO EN LTD PFD SHS 1,Pink Limited,61.410000,,0,Preferred Stock,Japan,
KYSEF,KYUSHU ELEC POWER,Pink Limited,7.040000,,0,Foreign Ordinary Shares,Japan,
KYSEY,KYUSHU ELEC PWR UNSP/ADR,Pink Limited,7.370000,,0,ADRs,Japan,
TKOBF,TOKYO BROADCASTING SY ORD,Pink Limited,16.090000,,0,Foreign Ordinary Shares,Japan,
CYAGF,CYBER AGENT INC ORD,Pink Limited,13.240000,,0,Foreign Ordinary Shares,Japan,
CYGIY,CYBER AGENT INC UNSP/ADR,Pink Limited,5.918000,,0,ADRs,Japan,
KAJMF,KAJIMA CORP ORD,Pink Limited,13.750000,,0,Foreign Ordinary Shares,Japan,
KAJMY,KAJIMA CORP UNSP/ADR,Pink Limited,13.610000,1.567200,1378,ADRs,Japan,
SKXJF,SANKYO CO,Pink Limited,27.140000,,0,Foreign Ordinary Shares,Japan,
SKSUF,SEKISUI CHEMICAL CO,Pink Limited,17.249000,,0,Foreign Ordinary Shares,Japan,
SKSUY,SEKISUI CHEMICAL UNSP/ADR,Pink Limited,83.100000,,0,ADRs,Japan,
SHECF,SHIN-ETSU CHEMICAL CO LTD,Pink Limited,154.540000,0.894400,643,Foreign Ordinary Shares,Japan,
SHECY,SHIN-ETSU CHEM UNSP/ADR,Pink Limited,38.990000,1.721900,107512,ADRs,Japan,
SOHVF,SUMITOMO HEAVY INDUS NEW,Pink Limited,26.520000,,0,Foreign Ordinary Shares,Japan,
SOHVY,SUMITOMO HVY IND UNSP/ADR,Pink Limited,5.870000,0.000000,1200,ADRs,Japan,
TKECF,TOKYO ELEC POWER CO ORD,Pink Limited,3.274000,,0,Foreign Ordinary Shares,Japan,
TKECY,TOKYO ELEC PWR UNSP/ADR,Pink Limited,3.160000,,0,ADRs,Japan,
TYIDF,TOYOTA INDUSTRIES CORP,Pink Limited,74.550000,,0,Foreign Ordinary Shares,Japan,
TYIDY,TOYOTA INDUS CRP UNSP/ADR,Pink Limited,71.420000,-6.333200,1072,ADRs,Japan,
MIESF,MITSUI E&S HLDGS CO LTD,Pink Limited,3.410000,,0,Foreign Ordinary Shares,Japan,
MIESY,MITSUI E&S HLDGS UNSP/ADR,Pink Limited,2.970000,,0,ADRs,Japan,
RYKKF,RYOHIN KEIKAKU CO LTD JPN,Pink Limited,15.050586,,0,Foreign Ordinary Shares,Japan,
RYKKY,RYOHIN KEIKAKU UNSP/ADR,Pink Limited,14.330000,-0.486100,93172,ADRs,Japan,
NSHBY,NISSHINBO HLDGS UNSP/ADR,Pink Limited,17.570000,,0,ADRs,Japan,
SNROF,SANIRO CO LTD,Pink Limited,20.270000,,0,Foreign Ordinary Shares,Japan,
NPNKF,NIPPON SHINYAKU CO LTD,Pink Limited,83.000000,,0,Foreign Ordinary Shares,Japan,
NPPNY,NIPPON SHINYAKU UNSP/ADR,Pink Limited,20.060000,,0,ADRs,Japan,
JGCCF,JGC CORP,Pink Limited,8.920000,,0,Foreign Ordinary Shares,Japan,
JGCCY,JGC HOLDINGS CP UNSP/ADR,Pink Limited,21.190000,3.365900,5065,ADRs,Japan,
MEITF,MEITEC CORP,Pink Limited,59.750000,,0,Foreign Ordinary Shares,Japan,
SGIOF,SHIONOGI & CO LTD,Pink Limited,68.200000,2.556400,836,Foreign Ordinary Shares,Japan,
SGIOY,SHIONOGI & CO UNSP/ADR,Pink Limited,16.955000,1.466200,65408,ADRs,Japan,
YATRF,YAMATO HOLDINGS CO LTD,Pink Limited,18.880000,,0,Foreign Ordinary Shares,Japan,
YATRY,YAMATO HLDGS CO UNSP/ADR,Pink Limited,19.000000,-2.564100,2767,ADRs,Japan,
NPSGF,NIPPON SHEET GLASS,Pink Limited,4.220000,,0,Foreign Ordinary Shares,Japan,
NPSGY,NIPPON SHEET GL UNSP/ADR,Pink Limited,4.390000,,0,ADRs,Japan,
OSUKF,OTSUKA CORP,Pink Limited,39.790000,,0,Foreign Ordinary Shares,Japan,
IBIDF,IBIDEN CO LTD ORD,Pink Limited,59.300000,,0,Foreign Ordinary Shares,Japan,
IBIDY,IBIDEN CO LTD UNSP/ADR,Pink Limited,0.000000,,0,ADRs,Japan,
MSSMY,MISUMI GROUP INC UNSP/ADR,Pink Limited,15.950000,2.903200,10128,ADRs,Japan,
MSUXF,MISUMI GROUP INC ORD,Pink Limited,31.590000,,0,Foreign Ordinary Shares,Japan,
KIKOF,KIKKOMAN CORP,Pink Limited,73.620000,,0,Foreign Ordinary Shares,Japan,
KIKOY,KIKKOMAN CORP UNSP/ADR,Pink Limited,38.762000,,0,ADRs,Japan,
TRUMF,TERUMO CORP,Pink Limited,31.862000,,648,Foreign Ordinary Shares,Japan,
TRUMY,TERUMO CORP UNSP/ADR,Pink Limited,31.640000,-0.440500,164058,ADRs,Japan,
KACPF,KOA CORP,Pink Limited,9.000000,,0,Foreign Ordinary Shares,Japan,
MIMTF,MITSUBISHI MATERIALS ORD,Pink Limited,16.490000,,0,Foreign Ordinary Shares,Japan,
TTNNF,TOHO TITANIUM CO LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Japan,
USSJF,USS CO LTD,Pink Limited,16.450000,,0,Foreign Ordinary Shares,Japan,
